video_name,f-init,n-frames,video-frames,label-idx
NouHsmaE-xA,542,289,1505,Calf roping
NoVa1C5KBno,887,2860,4548,Tennis serve with ball bouncing
nOvrsb0XyGk,6,412,4061,Throwing darts
NOxiMgQMeuk,6325,118554,130717,Painting
nOxKfRwdf2w,501,277,6832,Ballet
NOXPH0_y4Ww,200,30405,208797,Making a lemonade
Np43Q2E8GCE,0,322,465,Installing carpet
NpfdyZntPbg,3189,2893,6685,Waxing skis
NpKBAtQ5M6I,829,3830,5205,Fixing bicycle
NpsOCOnQS6c,209,1147,1472,Painting fence
nPTq63WtemI,0,215,214,Kneeling
npzRJiGHc9c,10468,19496,35448,Playing field hockey
Nq6cd5Xue9Q,902,2020,3625,Pole vault
nQgmUkyblgc,192,529,1191,Washing dishes
nQjxgOz1WYo,0,833,988,Playing blackjack
nqmw4BCi6io,970,149,3838,Mooping floor
nQVJyUX8fHw,167,217,5369,Tennis serve with ball bouncing
NQyAC1aweec,0,2321,2321,Clipping cat claws
NqYEX8tUjYg,855,182,6487,Snowboarding
nr34x_-K5c0,137,4441,4635,Kayaking
Nr49JFixNE4,428,3076,4306,Dodgeball
nR7tqWpNpe8,473,1231,4032,Rafting
nrC41oAR-F0,103,62,236,High jump
NRdxsuSCJyM,290,48837,62071,Scuba diving
NRhoHN8x_00,169,2120,2520,Playing drums
NrKBxbZXXg4,0,203,2779,Rafting
NS8qkB39x9U,0,1918,1919,Removing curlers
NSavdMErlYA,1033,982,2507,Preparing pasta
nsdB1r31-70,6,2033,2190,Swinging at the playground
NSdBL6HqlWk,5,4478,4764,Drum corps
nsDyItaRUXI,6,2182,2479,Knitting
nSgBX7D4XLA,10,70357,71951,Shuffleboard
nShRXseBM4Y,930,90,2139,Making a sandwich
NSi8DorB6L0,274,827,1189,Waterskiing
-nskwoky7vk,2988,687,4007,Playing accordion
nSR-JSqGoWQ,10,143031,143099,Beach soccer
nSsll1A6Gxw,1187,5077,6793,Playing piano
nStBfiFl6RU,32,5007,5151,Zumba
NsYBZUTzgDw,261,729,990,Clipping cat claws
NT0dXbWzt7w,0,1516,1515,Having an ice cream
nT1-fINd4nA,5,523,560,Blowing leaves
nt4Ag91306U,156,119,2952,Tennis serve with ball bouncing
nt8MurhX7HY,487,2002,2730,Tug of war
nt9tMdFVQ1c,5,435,446,Playing beach volleyball
-ntEh6HpeX0,636,6158,6924,Cleaning sink
ntJk6Rj-lRA,3007,310,5383,Installing carpet
_nTjmHQ0-gQ,75,1136,1290,Triple jump
ntKbTDQUhDA,168,3447,3802,Making a lemonade
nTNkGOtp7aQ,87,296,517,Springboard diving
nTsXn3oHf_8,10,44781,44761,Elliptical trainer
NttjvRpSdsI,831,765,1842,Doing kickboxing
NtUIIxVvDsA,883,312,5008,Rafting
NTZ_mWvnHVY,589,2885,4062,Windsurfing
nuEK3POl9jA,318,634,1196,Clean and jerk
nUghBtcrTPA,9432,107365,128669,Tai chi
NulnzF8avMI,15882,61771,92578,Using the pommel horse
_nup1BwPnXc,598,1860,3197,Tug of war
nuqxJvTbG9w,0,920,918,Playing kickball
NURIoQoKk1E,0,4780,4803,Blow-drying hair
NurRl6_NLbg,238,4352,5070,BMX
NuSM8LfLR90,139,1706,1942,Baton twirling
nv22QK8brp4,404,2273,2817,River tubing
NV2scxevYKk,487,5016,6254,Canoeing
NVeTGvwk8y0,9493,76223,87641,Mixing drinks
nVk5nIE-6bM,1871,3936,5907,Drum corps
nVN1rP8H688,1169,222,5948,Snowboarding
NVnjzpoY1O8,0,284,1783,Breakdancing
NVNUT5iwLtw,10,101271,101303,Hand washing clothes
nvsK9ggeics,233,1963,2196,Playing drums
NVtRGWuiEP4,10,151639,153704,Baton twirling
NVWk38z7f4U,114645,7055,226064,Getting a tattoo
NW42KGlKi_c,183,413,1822,Canoeing
nw8MpBwL508,134,2757,3015,Using the balance beam
NWbWuVtgt9Y,2412,584,5350,Playing guitarra
NwfosNrFnwk,2389,38623,127582,Javelin throw
NwfS7eZiMLg,2092,1765,4036,Playing bagpipes
nwpz-KGn46A,654,205,2124,Spinning
nwttSIR1qvs,1904,126,4769,Cleaning sink
nwznKOuZM7w,34,865,946,Waxing skis
nxDAt9SkPoA,192,1796,4566,Rope skipping
nxFbmoV3Idk,13939,215321,229486,Changing car wheel
NXFnVeZen1U,71,1344,1560,Playing badminton
NxnEKnqWLCI,717,3470,4576,Windsurfing
nxNir9CE3zI,299,1467,1866,Kayaking
nXr1r26HZis,0,1244,1416,Table soccer
_--nxrRXdPg,16015,22102,208666,High jump
nxs4o4S43oY,556,4456,5166,Shaving
nXVNITiaaTQ,1003,2491,3493,Doing motocross
nxyENrsY4mo,393,437,4151,Playing polo
nY8a1E4QH5Q,252,6694,7042,Zumba
nyEcPLZQerc,48,129,2587,Running a marathon
nyjtOdSyHn4,38178,30579,115933,Hitting a pinata
NyL7m4JV8vQ,168,1685,2949,High jump
nYlAXMmPWw0,62,4377,4445,Zumba
NyNuB328oi0,3033,9506,33489,Playing kickball
nypZiLC1_Z8,170,3154,3688,Fixing bicycle
nYxjWwJrHwk,427,1426,2155,Snow tubing
NZ5iioSnCO8,3,2053,2057,Shuffleboard
N_zbcVs419E,70,6577,7120,Painting
NzJkKwzPqvk,199,67701,68101,Playing pool
NzL_uQyQjIw,542,3826,4386,Wakeboarding
NzMZlzy5Q9A,12629,7016,100175,Sumo
NzRNlTfyYtI,5,546,1804,Elliptical trainer
o00AfbAIOlA,889,1522,3049,Assembling bicycle
o0d1PXKkJqM,11683,78039,95975,Playing bagpipes
O0nOzufJ_OM,656,423,5428,Discus throw
o0O-CwwSaGw,1049,1658,3617,Bathing dog
O0uVjGlOW8M,858,5605,6628,Surfing
o1bO6f-Uo8A,504,2974,4257,Mowing the lawn
o1DCCTev0CQ,0,5375,5376,Hanging wallpaper
o1R8glzh0As,1599,4626,6831,River tubing
o1WPnnvs00I,128,279,6887,Playing flauta
o2hmponBzIE,466,2921,4120,Baton twirling
O2JUUFFdWpk,2622,758,4541,Rock-paper-scissors
o2mqzjWJJNw,339,1501,2175,Welding
O2Vd29Slt7g,137,1295,1763,Capoeira
O2vrVwjqktg,1742,2541,4379,Ping-pong
O337_rGYZPc,2368,2114,4652,Starting a campfire
O36pn7cHNVc,1174,3987,5680,Tai chi
O4LdjwlsGKI,1245,434,2840,Skateboarding
O4P07fipvIA,0,6000,6585,Cheerleading
o4_Vi7asvxg,0,1832,2212,BMX
o4zmTkyTu8g,247,2077,2349,Volleyball
o5j6N8O6HS4,98,621,719,Using the rowing machine
o6lTgyb_AkM,885,4032,5158,Painting
_O6ONcIPR_s,4,966,1001,Kite flying
O-6zE9_S2KM,47,312,495,Playing blackjack
o7O6XJYVDRE,517,3355,4545,Wrapping presents
O7SljQqahy8,200,36681,37120,Cleaning sink
o7z-u08tc-Y,10,119970,119988,Tug of war
o8EOFXW5GJo,1383,3064,4632,Preparing salad
O8jThut7tAQ,1344,78,3881,Playing ten pins
O8JVA-scYlM,216,2367,4049,Making a sandwich
o8n1YnT8ZZ8,969,2440,5094,Making a lemonade
o8PA6XW32oI,10,29573,31582,Playing rubik cube
O8TIRkB99Lo,176,3602,3778,Hanging wallpaper
O8tsM_ilGx4,255,526,900,Calf roping
O8vPTn6Ho7w,340,381,4367,Kayaking
o9gsbkp135s,0,820,820,Removing ice from car
O9qI26TB3R0,138,1181,1349,Bathing dog
o_AftOrP4zI,1997,98,3955,High jump
oAyygdg493M,872,401,3213,Surfing
oB6h3DscMUw,74,734,922,Peeling potatoes
OBbHkBVDX8Y,0,172781,172880,Playing saxophone
O_bDLIcx5k0,1189,614,3646,Painting
ObOkhXGu7oY,41353,165783,224657,Doing step aerobics
ObU5as8-u-s,0,981,982,Playing field hockey
oBZ_oAUGO0E,518,3053,3583,Getting a tattoo
Ocd1VWIIeVs,187,33,1938,Hand car wash
OCQ9OyMKQKw,1176,310,1670,Trimming branches or hedges
OCT2h1kmZoA,437,4370,5196,Snowboarding
Ocvdvqvu7I8,0,1308,2291,Grooming horse
ocvKEzb7OaE,5,1584,1594,Playing rubik cube
oD45QIOK4z0,109,4134,6374,Futsal
oD5lGBt7U7g,1219,4146,6326,Assembling bicycle
OD5rJOPicoM,42,663,915,Windsurfing
-od9zDziq9U,882,4252,5383,Baton twirling
ODblEia5mcI,4,2739,2860,Assembling bicycle
ODx-nocNBos,1101,301,5231,Sumo
o_e0KLnKpj8,119,2326,3966,Mowing the lawn
Oe1tNvkhrI8,34,1793,1854,Mowing the lawn
oEd7WT4mVSE,75,665,1974,Smoking hookah
oEdRUyN6Kfo,540,175,993,Hula hoop
oeFUzyNgxQU,0,3641,3640,Slacklining
OeIQ0P0FCCg,7452,216128,227441,BMX
oeSyeZqlC1g,380,1988,2438,Kayaking
oEZToisRw4w,881,4659,6423,Shot put
of4bEaqQzOk,8545,133465,199095,Snatch
offWBoR4Ggg,4,1559,2493,Futsal
oFku30m99do,0,451,450,Putting on makeup
OFn-c_XvIhU,951,406,2686,Scuba diving
ofrkSTRhCE4,380,1705,3422,Running a marathon
ofrX4WyAM-0,974,938,2330,Preparing pasta
oFtwNVuasmU,485,74,5339,Waterskiing
oG4zf8dAQKw,596,335,1123,Gargling mouthwash
OG7-gtjRaEg,1511,177,4051,Tug of war
OgaurUPiWYI,11777,66074,98039,BMX
oghT33khlYQ,406,3486,3987,Waterskiing
ognXkeWL7h8,5,2697,2830,Putting on makeup
ogQozSI5V8U,0,1097,1095,Walking the dog
OH5UXwa3F7E,16475,16621,187015,Pole vault
Oh83skxSJkQ,1667,151072,152738,Playing piano
oHDeMg1ZFp8,450,2778,3342,Preparing salad
Oheg1qwrESg,186,303,1964,Doing fencing
OhgsnOwo4b4,640,4643,5701,Preparing salad
ohNtDBYmhX0,277,3230,4641,Skateboarding
OHOi0ZSuDUg,195,4161,4481,Playing congas
oHOR69nFt-4,15704,174418,214178,Making a cake
OhpILjGpQTs,338,1450,1957,Camel ride
OhPSVjVQZ8o,0,297,294,Using the monkey bar
O-hUa9e9_DE,892,4785,6221,Preparing salad
OHwE8aA90IE,6,47,56,Cutting the grass
OhXBMlKOHMI,0,1268,1268,Shuffleboard
OhydQlKoSUw,472,1053,1863,Surfing
OIA7lPraPSM,5,6374,6543,Longboarding
oijpI0s_R04,453,907,5099,Tango
O_IrzZbXiCc,5352,89315,98038,Playing field hockey
OixwThoO8z4,390,4715,5103,Rollerblading
oj6czGQ830c,2084,1589,5564,Scuba diving
oJCB2Zglcq4,233,421,1323,Calf roping
OJJMEEsOdPQ,0,370,365,Using uneven bars
Oj_PLXsWxL4,0,5140,5138,Clean and jerk
ojQdrhHT_gE,200,95440,95922,Riding bumper cars
OjQHQptSXk0,0,3333,3362,Drum corps
ojVY8I3GPa4,1576,3376,4953,Bullfighting
OJYajhN1RHs,537,5057,7109,Brushing hair
ok6LTNirAPo,0,900,910,Having an ice cream
oKaNlV45bB8,54,249,2859,Brushing teeth
okC18bPTils,0,983,2694,Scuba diving
OkCu0QymO10,0,537,537,Roof shingle removal
oKdzcTnENks,6973,20218,32123,Hopscotch
OkEqcSlWMJg,957,458,6392,Swimming
OKhVHhchsyI,0,5932,5932,Building sandcastles
OkMH4AlF8hQ,5,1387,1507,Having an ice cream
Ok_Tjkob8IA,956,4201,5901,Making a lemonade
OKTxSQMS560,2641,1077,6220,Grooming dog
Ol2rfUv3zHI,253,2783,3770,Playing drums
ol4ScGsyhbI,433,502,5555,Arm wrestling
oLEagb_RGq8,0,18297,18312,Mowing the lawn
olFThb2_GHM,1034,281,5303,Discus throw
OLRDf3vO8lw,402,538,1195,Building sandcastles
oLrkd6M2WRY,1942,515,2501,Shuffleboard
OLUOk4xfYWE,0,2424,2424,Playing piano
OM0jqPYx700,0,1,900,Polishing forniture
om1vXrpctVE,1000,2041,3676,Sumo
OmE9IhdWFa0,1536,224,3692,Surfing
oMegp6a547Q,5600,2937,117734,Capoeira
OMGTFZ9csg0,282,211,751,Waxing skis
OmIcycXGkG8,8605,72135,162194,Ping-pong
omLZQlz1PAo,108,4672,5163,Tango
OmlzSz6AKfI,79,1954,2032,BMX
OM_n35Vcw30,0,6774,6842,Shuffleboard
omuYi2Vhgjo,834,3110,5840,Playing piano
OMYnLCWTdEA,1456,1722,3574,Breakdancing
on2DKKcvWhE,55331,41665,213686,Mooping floor
On4V94fVLpg,1301,61,4965,Carving jack-o-lanterns
oN_5o1t_Lvk,0,6517,6518,Tumbling
oNc2lJ9hV9E,279,4925,5716,Making a cake
OnfvTk_DECY,926,3836,5250,Getting a haircut
oNN6NE8fq0U,917,3501,4901,Playing accordion
oNqtuh6qa2E,235,571,1776,Playing bagpipes
onW5hJXnI5s,344,487,6127,Horseback riding
oNYC_3fcGg0,284,3910,4442,Surfing
OO3NO29L50U,0,5869,6136,Doing nails
oO6jZR9Aijc,273,386,3813,Paintball
ooadlJjyibo,21,1708,1807,Using the balance beam
OOcsprnRCQQ,1321,669,5499,Scuba diving
oofh5aSJUSc,158,168,1962,Beer pong
OOKHi7EBNKk,0,5175,5199,Snow tubing
oOnKQgQZOZ0,112,824,928,Playing water polo
oOu5vC3EB5E,10,65121,65085,Playing squash
oOURAJ7nraU,400,374,2789,Long jump
ooWk0EL6I7o,33,604,637,Removing curlers
oOYaw6-b4SY,6426,86299,130721,Doing kickboxing
OoyoTLkSOuY,1062,1182,2261,Shaving legs
oP77DgsbhKQ,0,5144,5143,Laying tile
opAcl-kukdU,0,217,5389,Cheerleading
opaWopwV74I,10,48563,203494,Hand washing clothes
opCMfcAl7yw,5,5601,6327,Swimming
opGZh9nUlWA,365,3786,4257,Ballet
OPqqbxGKp6E,0,2890,4162,Making an omelette
opxLlaEPxqw,0,2222,2923,Javelin throw
oq54_GlzK6A,1013,327,4997,Playing ten pins
oq8DE3Cbar0,984,405,1430,Playing accordion
OqajYZVt1Wc,4,1695,1732,Knitting
oQ_gE5_0xyc,503,3867,4481,Baton twirling
OqLrsVv44MY,10,38255,38215,Removing ice from car
OqoUemFpetc,62,3016,3361,Dodgeball
oQ_PwsBgozM,1312,159989,162216,Decorating the Christmas tree
oqX-n2KHWAM,42218,147932,213081,Having an ice cream
Or7mIy83LsQ,450,2908,3540,Long jump
or7N8oeI-SY,1246,1655,5471,Cleaning shoes
ORcQpMrCLTI,259,4550,5208,Rope skipping
OrF46J3HmSw,5638,27792,34985,Hopscotch
ORI5ZNZARw8,83,487,597,Using the rowing machine
ORL5yMppl8E,1249,2770,4147,Preparing pasta
orR865dd2l4,0,1789,1788,Shuffleboard
OrVgspx6Axs,413,4510,5600,BMX
ORVjNqVSLe0,117,5057,5605,Shaving legs
o-S8I8lhQpo,2009,2445,6356,Windsurfing
osaJxzwVt6Q,170,2102,2370,Playing congas
OsB_uEj1PRM,5,3347,3744,Doing crunches
OsiES8BiRac,176,5221,5652,Belly dance
OSjsVUg_wXA,126,3049,3239,Drum corps
osLHgm_yuMc,242,3618,3956,Paintball
OSndW3d2XxU,77,2646,4899,Hammer throw
oSQNry_U7oA,792,2146,2987,Playing saxophone
O_StqLLpAVI,549,5090,5741,Fixing bicycle
OSw73cXwjR4,1667,1536,4782,Playing accordion
oSyBkE3gYMM,0,1800,2706,Longboarding
oT42qP2zIXo,6,4643,4653,Sharpening knives
ot4CuJqrN-Y,363,2553,2990,Drum corps
ot7hBY4lQ2c,0,4928,4926,Capoeira
OT98MiVje0g,7770,79984,90540,Playing drums
OtcJMIJTTx4,546,4836,8124,Springboard diving
OtcRXishIxw,0,2522,2520,Hitting a pinata
otGlbzsPIi0,334,1574,2001,Making an omelette
oTKYejnHLtE,292,1354,1710,Playing saxophone
OTMkyaTCpqM,0,6017,56783,Playing pool
otrk9uW9UjU,58,2748,2989,Doing crunches
otWcr0Rxy5g,663,4092,5064,Drum corps
OTwG3OCsPoY,5,3051,3063,Using the rowing machine
Ou24uqaFRPg,629,343,1209,Polishing forniture
ou45_7IdWCE,0,1214,1485,Swinging at the playground
ouEWLFNLLos,272,202,1728,Cleaning windows
OUfVZuWyqJQ,262,850,1420,Powerbocking
OUPEzXXawCs,1160,1336,2493,Playing polo
ouqYXdtEuCI,29422,7492,100120,Springboard diving
ouv2veXexVw,0,419,420,Beach soccer
Ouy1exEw_dI,533,1833,3228,Waterskiing
OUY4TkdjnyA,790,1225,5184,Table soccer
OVpvpvmV2pg,15539,69803,106214,Fixing bicycle
OVRYoPA6h-Y,215,129,5887,Croquet
OvSf6kk07uE,697,5354,6296,Tumbling
ovTKJgSWMKQ,39917,3569,208039,Plataform diving
oW2v7KlfmJk,61,122,227,Shuffleboard
oWaqaK58Tds,2386,3325,5971,Curling
OWEwmnZvvJE,397,3751,4553,Swimming
OW_iCiS_U4Y,170,287,4978,Plataform diving
owLQzBg4olo,5629,24695,30276,Knitting
oWsEp7hsmZg,2484,105,2940,Doing crunches
Ox16PeB954Q,52,953,1115,Smoking hookah
Ox51OBhM5Ak,5,638,963,Having an ice cream
oxcUr-Nlldo,191,3066,4816,Skateboarding
oXFKaTlg3p0,448,3766,4875,Waterskiing
oXKrreio9hg,722,1118,1952,Tumbling
oxp7V1AKJWk,27273,41762,136620,Playing ten pins
oXPgInpuHDA,0,2477,2475,Cheerleading
oXqzXQRqAhI,147,33,1657,Washing face
_OY-1VtINQQ,24,1378,1731,Using the rowing machine
oY1y_UONCGg,2074,897,4834,Vacuuming floor
Oya9LWABkf4,207,1943,3006,Hula hoop
oYhVH1vIXFM,2042,785,4026,Preparing pasta
Oyi0X-rwUg8,0,138,155,Doing a powerbomb
oyljZJZJ7IA,4672,257,5318,Walking the dog
oYmE833AO2w,0,178301,178338,Plastering
OYMGPkucZYI,736,756,2173,Cleaning shoes
OYPyiUC4h68,63,3998,4073,River tubing
OyV4eki18GE,118,701,2323,Playing kickball
Oz4q98BhqKo,6997,188943,203864,Doing step aerobics
OzAqwPQ-APY,211,1020,1907,Carving jack-o-lanterns
oZa-yum3mcU,944,336,3781,Horseback riding
OZftVCeblMk,228,1923,6610,Washing dishes
ozgrP6Znupc,613,2216,2828,Playing lacrosse
oZgyW8Yca_M,26704,7845,97045,Building sandcastles
OzjjQ4SZ8PY,4,2226,3694,Scuba diving
oZjx7F1doGs,55178,84403,144621,Tennis serve with ball bouncing
ozkDsQ1UY1k,0,6076,6737,Playing pool
oZnbAhzN3jg,13251,145500,172630,Cleaning windows
OzRxQDkrhTg,0,1589,1958,Hurling
P06Slwn3JG0,159,244,984,Raking leaves
P0A0rMgjXGQ,22493,114689,158550,Installing carpet
p0-BGit7WAo,14953,33929,56019,Ballet
p0_buoe9M7I,9,342,370,Getting a tattoo
_p0eoCHZ8BA,1702,2561,4581,Grooming horse
P0j0bBKsNAo,784,2908,6129,Rock climbing
P0N68OQDhNs,2669,64,6841,Long jump
p0O-EsMFcL4,0,568,588,River tubing
p1_6T9d4ZuY,0,36044,38557,Using uneven bars
P17kaxPrbdc,80650,56114,136725,Doing karate
p1JSdZmztGk,322,5247,5602,Sailing
p1pkFRHG7UY,8194,10578,35135,Bungee jumping
P1Ve5WrfTb8,1228,715,2364,Dodgeball
p1yEPOr467M,0,1927,2156,Waterskiing
p1yiPvIkRec,0,4770,6766,Playing rubik cube
p28XWij4U1c,2268,2495,6609,Using the monkey bar
p2C4MeV02GU,4162,453,5819,Clipping cat claws
P2H4fTMMHNE,473,2165,2699,Ironing clothes
P2HtcvFg3z8,12,2014,2770,Javelin throw
p2n_FtzA1gk,376,2130,2618,Shaving legs
p2P5g7HTJeY,282,4310,4896,Hurling
p2RMXdo5avw,192,825,1044,Shuffleboard
p31a9wkiSHA,511,1626,4948,Longboarding
p35FXT4drA0,158,965,2484,Hammer throw
p377oL-EM_E,267,860,1180,Shot put
P3BkKdkf43I,11235,50844,72751,Playing squash
p3LvCbxC_ZE,1398,596,3391,Trimming branches or hedges
P3q6n0ZjumU,135,1310,1444,Throwing darts
p3-tF0riSpQ,1376,90,2638,Having an ice cream
P49Ci0Ph8eU,232,1145,1636,Using parallel bars
p4Bm_NB_QoI,666,4620,5553,Baton twirling
p4cQt5On74M,2333,87908,92126,Playing polo
P4dx0xrr6fM,165,113,490,Discus throw
p4MMyVArVc0,10,125385,129776,Slacklining
p4qZGZenAoU,6005,189,6391,Washing face
p4RUPQAV0ro,5392,21678,34247,Clean and jerk
p4YTDxTASBI,0,1011,1008,Canoeing
p5H5ZmAwdH8,200,80706,84532,Hanging wallpaper
P5lLZ_jsA2o,0,1098,1565,Using uneven bars
P5Sg_kACPRM,73,315,388,Long jump
P62B_iDlQXM,0,763,763,Mowing the lawn
p6ea3QpXryw,393,534,4130,Throwing darts
P-6ITEpg0mw,116,666,810,Using uneven bars
P6lwZ6gKvUw,191,3741,4091,Peeling potatoes
P6t2HLPZ3Dk,0,2379,2378,Playing ten pins
P6UwokP8BEg,566,140,2253,Hammer throw
p74gAY-kWaY,6883,28465,59587,Brushing hair
p771liKjycc,128,291,1384,Using the monkey bar
P79nFNUaysw,705,517,1843,Preparing pasta
P7bvD_CZH5M,118,5705,5829,Surfing
P7kSJ8SRNHQ,6,1213,1225,Swinging at the playground
P7lUYSLtErY,279,3928,4525,Tango
p7VTBhv3OLY,490,193,3439,Hurling
p800u2wCKbE,255,210,1212,Making a lemonade
p8C7govzEPw,1027,2373,3920,Grooming dog
p8h3G0Tblqc,683,1863,2546,Layup drill in basketball
p8tlnMtsTf8,700,1847,2951,Surfing
p8uTRV3u3JM,0,2368,2382,Volleyball
P9I3zxNUu74,625,2014,5140,Decorating the Christmas tree
p9iE8iemCMs,340,2374,4035,Playing flauta
P9jIpcRGeOk,401,478,1965,Sumo
p9JNte3VMKQ,0,6534,6531,Sharpening knives
p9yq0kAqGU4,0,4241,4241,Tug of war
-Pa52Pf_Raw,41,2532,6623,Smoking a cigarette
pA5W1NYnmyY,1558,154,2751,Cleaning windows
pA8QJ2ZoeBM,5,299,1022,Elliptical trainer
pAAGm-KEFW0,4,484,5139,Applying sunscreen
padyJHC5Y5Y,745,689,3564,Blow-drying hair
PAF5AIQNXhs,5,1969,2060,Swinging at the playground
PAhJqXTzCOU,130821,42010,236174,Drinking coffee
Paj9y9YMSg0,0,2009,2287,Playing polo
pajUG7Y6Gtk,0,1830,1827,Beach soccer
PaPR1XQU0_A,0,6054,6053,Hanging wallpaper
pASyH2NPOOw,321,1735,5228,Capoeira
paY7wXmzcTQ,1199,305,1617,Snow tubing
P_b6_k2ocYw,5,2120,2196,Knitting
pbeQcGC3nXY,702,475,2905,Doing fencing
pbTzltaBByk,93,440,869,Trimming branches or hedges
-PbWrGLuHT8,223,1368,1589,Windsurfing
PBxI7l0AqAY,2125,570,3691,Washing hands
PbZIYJxoWdY,409,1300,4743,Wakeboarding
PbzmcZ_IORE,0,2265,2317,Walking the dog
PBZScfP9ynI,19,217,249,Doing karate
pbZVsdQNWNU,5,6333,6343,Playing ice hockey
pcaPtKtS03E,48,259,6935,Decorating the Christmas tree
pCEg_GoXoU4,843,884,6593,Scuba diving
pcFn1KBwn6Y,199,163179,163579,Playing pool
PcGzPNEnVD0,1519,2635,5055,Changing car wheel
pc_QYeZG9GA,0,0,326,Brushing teeth
PcSnU_nGi5E,119,200,2466,Tennis serve with ball bouncing
PD9e9MVHEyU,387,2096,2670,Painting
Pd9qzQ2MOE8,277,2854,3710,Plastering
PDaGlIxn6Pk,0,5236,6003,Playing field hockey
PDEUAMa8aOU,1268,1725,3132,Getting a haircut
PdNb0g36a6U,994,469,1653,Using the pommel horse
pD-zyfLtC6w,3774,7114,93102,Doing motocross
peaOnHl5YS8,0,1387,1387,Mooping floor
pElJ7U46XnQ,335,433,1304,Clean and jerk
PeMJjLrDjhQ,714,1977,4744,Washing hands
pEr9p5-qUsU,333,1977,2995,Beer pong
pExl_cwmT8M,16027,26360,52330,Rollerblading
PF0c0UIsG0E,134,2137,2437,Smoking hookah
pF7z3Z_JSGk,0,2834,2863,Clipping cat claws
Pf8eE_zup_k,291,1405,1880,Mixing drinks
pF8jt67vTDY,6008,75933,82024,Volleyball
pf9u7M6vafU,5,454,584,Knitting
pFh-8ICMTFY,483,1386,2182,Elliptical trainer
PFn7a6eEhb4,415,162,3358,Bullfighting
PfNtxlM1QHw,418,1014,2772,Bullfighting
pF-r_m8LVPs,0,5967,6471,Snow tubing
PFYk8lhE7-0,0,0,0,Plastering
PG0ao4HkF8M,209,1664,2359,Hanging wallpaper
PG3f3Wkkptk,5,370,380,Camel ride
PG-AK5fawJI,3862,401,6955,Rock-paper-scissors
pgBfTJzVB98,33965,595,54570,Throwing darts
pg-DMwEM3K4,230,1050,1446,Canoeing
PgfUSPHXluA,0,948,1519,Arm wrestling
PGNwd5bySwI,529,1355,2261,Wakeboarding
PgS2F7NxNBg,214,3982,4378,Painting fence
PgZ2e0H1ZVE,1836,1801,5591,Playing harmonica
pHAIrx_cRFU,0,64219,145293,Sharpening knives
phDLuo6dYrk,279,4230,6176,Playing field hockey
PhioVMXx0yY,19,50,1912,Elliptical trainer
PHIZza_xVog,358,663,1727,Applying sunscreen
PhJVHb-J7zM,90,1858,2409,Polishing shoes
pHq6Eb280uM,481,5116,5615,Table soccer
pHU2Ie4VQBg,375,5739,6330,Belly dance
pHZogKGkc9o,6949,34164,41672,Playing kickball
PI1ZaFQ28Ao,476,1188,2039,Washing dishes
pi2AaadXnnI,40,4218,4348,Hand washing clothes
pi4p4zdoqmw,282,3995,4276,Surfing
Pi5fonaOYTI,2059,108,6316,Hula hoop
Pi79Fa4YwDk,6075,11909,77141,Cricket
PI_A4uJ_fsI,708,517,5815,Elliptical trainer
pibXLs9IOX8,417,473,5146,Croquet
PiDMuIRtgZo,16,1447,1494,Playing ice hockey
pieT6K771WQ,4608,47581,65194,Hopscotch
PIGH5p2iMoI,2362,748,4800,Hurling
PIJd7_6RGpY,340,2031,2370,Starting a campfire
piKE8obU4JY,2924,63501,69486,Drum corps
PIr3WhkKB1o,1191,141,4117,Applying sunscreen
pI-rY6fLM1Q,454,2999,3788,Ice fishing
pIUpJihiju0,4889,898,64000,Mooping floor
pIv2jZdHP0k,10,448390,448454,Putting on shoes
pizl41xmw7k,744,739,2581,Mooping floor
PJdE8Ui2eno,1029,2764,4415,Rock climbing
pjF6uBZHVRE,1047,3107,4814,Pole vault
p-JFdMUWVvU,0,1087,1088,Curling
PjSOjB7qhcA,184,510,755,Dodgeball
PJvOR4ue3tU,725,33,2517,Shot put
PKdQIdYuXo8,2035,893,3490,Playing harmonica
PKLLNgcEuRI,0,156,217,Using the pommel horse
pKOwZrmQan4,386,2440,2950,Disc dog
PlAVnu-ueM4,4306,4119,119954,Snatch
pLcrLi5oAvU,293,3063,5222,Getting a haircut
pleP5-tuJ_Q,6,3459,4275,Knitting
PLgcXxX3A2A,295,3757,5066,Dodgeball
-pLiSHAz4fo,10,111422,111386,Using the rowing machine
pLJhoqTpAaI,546,2158,3041,Fixing bicycle
PLPUWZ7XZDo,0,3480,3493,Kneeling
PlSk7Q9v15A,712,2707,4204,Mixing drinks
PlUAKvaRd8s,6,851,872,Snow tubing
PLvg8riZZVw,6,4562,4768,Ice fishing
p-lwebxSYyo,171,1513,1715,Painting fence
PLWeVDUH_Cw,489,1256,1990,Ping-pong
pmbHoeudjKc,83,338,451,Long jump
pMCPCsvxRBw,674,918,1665,Making a lemonade
PMDpnLURLp8,37,2421,2734,Pole vault
pmIJcJiydpk,138,174,375,Hopscotch
pmix_U52VWk,34,1590,1854,Playing flauta
pmn8_4zKo7I,28131,44276,74877,Smoking a cigarette
pmPEfkb8roQ,364,342,922,Painting fence
_pMQwrt-cf4,973,1002,2114,Installing carpet
pMXz0BKQOLQ,437,4822,6192,Having an ice cream
PMy2EyktRmo,3091,78865,84938,Spinning
PmyAt4zuLRY,0,379,387,Beer pong
